HMC5883L connection successful
MPU6050 connection successful
BMP085 connection successful
t	ax	ay	az	gx	gy	gz	mx	my	mz	temp	press	alt
18956	-633	-1772	426	17	-116	42	321	106	159	12.30	99539.00	149.77
18976	-631	-1744	421	22	-150	-26	321	106	159	12.30	99533.00	150.28
18998	-629	-1765	373	34	-182	-89	321	106	159	12.30	99527.00	150.78
19018	-620	-1804	335	62	-199	-131	321	106	152	12.30	99530.00	150.53
19040	-579	-1844	362	75	-204	-168	321	106	152	12.30	99530.00	150.53
19060	-556	-1849	337	98	-194	-176	321	106	152	12.30	99533.00	150.28
19082	-562	-1864	353	139	-181	-200	316	113	143	12.30	99533.00	150.28
19103	-542	-1862	422	149	-181	-216	316	113	143	12.30	99540.00	149.68
19124	-512	-1867	471	116	-190	-224	316	113	143	12.30	99527.00	150.78
19145	-510	-1897	512	67	-200	-170	309	116	134	12.30	99529.00	150.61
19166	-511	-1899	545	17	-210	-125	309	116	134	12.30	99536.00	150.02
19187	-514	-1898	539	-30	-221	-97	309	116	134	12.30	99537.00	149.94
19208	-512	-1896	524	-48	-226	-106	305	120	126	12.30	99534.00	150.19
19229	-514	-1901	482	-46	-228	-135	305	120	126	12.30	99538.00	149.85
19250	-463	-1903	478	-62	-223	-76	305	120	126	12.30	99534.00	150.19
19271	-491	-1907	542	-103	-233	-42	299	123	126	12.30	99536.00	150.02
19292	-464	-1903	531	-115	-231	18	299	123	126	12.30	99533.00	150.28
19313	-477	-1879	530	-116	-222	46	299	123	126	12.30	99530.00	150.53
19334	-467	-1865	543	-108	-228	62	297	124	123	12.30	99534.00	150.19
19355	-518	-1868	552	-115	-244	61	297	124	123	12.30	99527.00	150.78
19376	-482	-1875	553	-126	-263	71	297	124	123	12.30	99536.00	150.02
19397	-495	-1878	547	-129	-285	62	297	124	123	12.30	99531.00	150.45
19418	-439	-1890	523	-128	-282	101	298	121	116	12.30	99536.00	150.02
19439	-483	-1865	550	-116	-286	94	298	121	116	12.30	99525.00	150.95
19461	-491	-1881	568	-110	-294	49	298	121	116	12.30	99538.00	149.85
19481	-458	-1856	543	-112	-303	31	300	119	113	12.30	99535.00	150.11
19503	-462	-1871	543	-103	-308	4	300	119	113	12.30	99534.00	150.19
19523	-411	-1866	545	-88	-299	-34	300	119	113	12.30	99531.00	150.45
19545	-462	-1861	574	-62	-291	-10	295	120	105	12.30	99529.00	150.61
19565	-501	-1873	519	-81	-247	69	295	120	105	12.30	99527.00	150.78
19587	-409	-1862	539	-87	-230	68	295	120	105	12.30	99536.00	150.02
19607	-433	-1885	523	-116	-218	113	294	122	99	12.30	99527.00	150.78
19628	-439	-1888	501	-142	-190	193	294	122	99	12.30	99526.00	150.87
19649	-428	-1906	503	-151	-165	191	294	122	99	12.30	99529.00	150.61
19671	-450	-1887	529	-145	-135	191	299	117	92	12.30	99533.00	150.28
19691	-485	-1865	531	-153	-122	184	299	117	92	12.30	99533.00	150.28
19713	-511	-1849	558	-170	-125	171	299	117	92	12.30	99535.00	150.11
19733	-501	-1845	554	-187	-144	162	300	115	98	12.30	99533.00	150.28
19755	-531	-1855	526	-186	-158	129	300	115	98	12.30	99534.00	150.19
19775	-501	-1873	538	-161	-169	96	300	115	98	12.30	99524.00	151.04
19796	-459	-1900	534	-115	-168	100	303	113	98	12.30	99528.00	150.70
19817	-467	-1858	541	-62	-157	86	303	113	98	12.30	99537.00	149.94
19838	-461	-1844	543	-26	-152	98	303	113	98	12.30	99544.00	149.35
19859	-472	-1825	536	-10	-156	85	303	113	98	12.30	99534.00	150.19
19879	-455	-1817	551	-4	-162	76	305	109	94	12.30	99532.00	150.36
19901	-482	-1802	546	6	-159	54	305	109	94	12.30	99533.00	150.28
19921	-477	-1825	560	23	-169	-4	305	109	94	12.30	99531.00	150.45
19943	-489	-1860	564	43	-174	-40	303	109	84	12.30	99526.00	150.87
19963	-442	-1865	556	55	-178	-42	303	109	84	12.30	99532.00	150.36
19984	-453	-1852	576	51	-179	1	303	109	84	12.30	99531.00	150.45
20005	-450	-1872	547	44	-183	27	300	111	66	12.30	99526.00	150.87
20026	-464	-1872	531	43	-176	14	300	111	66	12.30	99533.00	150.28
20047	-439	-1876	492	56	-166	-10	300	111	66	12.30	99540.00	149.68
20068	-448	-1859	478	56	-142	9	301	107	72	12.30	99535.00	150.11
20088	-478	-1854	504	54	-135	28	301	107	72	12.30	99531.00	150.45
20110	-442	-1849	527	40	-128	-32	301	107	72	12.30	99534.00	150.19
20130	-444	-1845	526	26	-115	-38	299	106	69	12.30	99527.00	150.78
20152	-434	-1826	552	-5	-108	-11	299	106	69	12.30	99528.00	150.70
20172	-437	-1843	552	-39	-108	7	299	106	69	12.30	99536.00	150.02
20194	-423	-1856	534	-56	-102	2	298	106	67	12.30	99531.00	150.45
20214	-430	-1914	542	-51	-95	-25	298	106	67	12.30	99538.00	149.85
20235	-421	-1929	542	-49	-90	-17	298	106	67	12.30	99536.00	150.02
20256	-427	-1925	537	-51	-87	30	298	106	67	12.30	99536.00	150.02
20277	-428	-1938	536	-44	-90	47	297	106	61	12.30	99531.00	150.45
20297	-426	-1907	552	-32	-86	78	297	106	61	12.30	99531.00	150.45
20319	-440	-1901	551	-17	-82	108	297	106	61	12.30	99531.00	150.45
20339	-463	-1881	560	-1	-85	90	297	104	59	12.30	99533.00	150.28
20361	-450	-1865	526	14	-88	65	297	104	59	12.30	99531.00	150.45
20381	-452	-1852	528	12	-82	57	297	104	59	12.30	99533.00	150.28
20402	-429	-1816	559	-7	-92	45	300	102	57	12.30	99526.00	150.87
20423	-445	-1781	549	-42	-98	91	300	102	57	12.30	99538.00	149.85
20444	-498	-1779	565	-81	-115	70	300	102	57	12.30	99531.00	150.45
20464	-448	-1787	463	-109	-124	67	298	101	52	12.30	99532.00	150.36
20486	-473	-1800	517	-143	-127	68	298	101	52	12.30	99530.00	150.53
20506	-452	-1800	508	-170	-128	29	298	101	52	12.30	99529.00	150.61
20528	-442	-1807	496	-197	-123	49	298	100	55	12.30	99533.00	150.28
20548	-466	-1844	438	-229	-122	73	298	100	55	12.30	99536.00	150.02
20570	-462	-1888	446	-247	-126	83	298	100	55	12.30	99540.00	149.68
20590	-458	-1897	439	-242	-121	97	299	99	54	12.30	99543.00	149.43
20612	-480	-1908	425	-241	-127	99	299	99	54	12.30	99538.00	149.85
20632	-502	-1912	434	-228	-130	91	299	99	54	12.30	99523.00	151.12
20654	-502	-1946	424	-216	-142	84	299	99	54	12.30	99538.00	149.85
20674	-505	-1949	456	-199	-150	115	301	99	54	12.30	99529.00	150.61
20696	-478	-1947	467	-165	-153	117	301	99	54	12.30	99526.00	150.87
20716	-516	-1934	491	-143	-158	99	301	99	54	12.30	99538.00	149.85
20737	-489	-1910	485	-132	-165	92	301	99	56	12.30	99534.00	150.19
20758	-499	-1903	459	-139	-178	96	301	99	56	12.30	99532.00	150.36
20779	-448	-1913	502	-144	-182	117	301	99	56	12.30	99532.00	150.36
20800	-436	-1908	482	-139	-164	151	303	96	48	12.30	99533.00	150.28
20820	-447	-1864	504	-130	-143	141	303	96	48	12.30	99536.00	150.02
20842	-461	-1831	487	-137	-125	140	303	96	48	12.30	99536.00	150.02
20862	-455	-1821	490	-151	-102	124	303	94	44	12.30	99536.00	150.02
20884	-459	-1823	495	-172	-83	129	303	94	44	12.30	99536.00	150.02
20904	-467	-1799	469	-202	-65	124	303	94	44	12.30	99538.00	149.85
20926	-492	-1827	438	-222	-49	87	305	93	52	12.30	99545.00	149.26
20946	-473	-1868	437	-221	-20	62	305	93	52	12.30	99543.00	149.43
20967	-489	-1905	415	-219	9	52	305	93	52	12.30	99533.00	150.28
20988	-499	-1929	432	-224	34	56	307	92	57	12.30	99525.00	150.95
21009	-530	-1930	433	-222	45	67	307	92	57	12.30	99543.00	149.43
21029	-538	-1943	420	-218	49	75	307	92	57	12.30	99531.00	150.45
21051	-552	-1946	437	-216	45	94	307	92	57	12.30	99529.00	150.61
21071	-552	-1949	449	-204	43	103	309	91	63	12.30	99533.00	150.28
21093	-572	-1929	440	-179	44	83	309	91	63	12.30	99538.00	149.85
21113	-573	-1915	432	-161	34	75	309	91	63	12.30	99532.00	150.36
21134	-562	-1921	444	-162	18	63	311	91	64	12.30	99527.00	150.78
21155	-592	-1934	435	-161	2	84	311	91	64	12.30	99523.00	151.12
21176	-548	-1924	448	-127	-2	77	311	91	64	12.30	99525.00	150.95
21196	-526	-1914	472	-92	0	95	316	90	63	12.30	99533.00	150.28
21218	-552	-1854	467	-73	-7	94	316	90	63	12.30	99536.00	150.02
21238	-543	-1824	450	-70	-16	91	316	90	63	12.30	99534.00	150.19
21259	-520	-1785	418	-78	-31	91	319	87	62	12.30	99532.00	150.36
21280	-536	-1749	401	-100	-36	81	319	87	62	12.30	99529.00	150.61
21301	-518	-1736	381	-117	-37	46	319	87	62	12.30	99532.00	150.36
21321	-546	-1752	375	-131	-32	5	317	85	64	12.30	99540.00	149.68
21343	-538	-1766	354	-144	-13	-16	317	85	64	12.30	99533.00	150.28
21363	-521	-1789	391	-152	1	-39	317	85	64	12.30	99532.00	150.36
21384	-533	-1829	389	-139	17	-57	317	89	72	12.30	99531.00	150.45
21405	-521	-1867	435	-124	31	-68	317	89	72	12.30	99530.00	150.53
21426	-526	-1893	455	-99	29	-76	317	89	72	12.30	99527.00	150.78
21446	-528	-1908	484	-81	28	-75	317	89	72	12.30	99521.00	151.29
21468	-539	-1932	487	-55	21	-80	315	90	70	12.30	99538.00	149.85
21488	-535	-1939	516	-26	19	-81	315	90	70	12.30	99536.00	150.02
21509	-520	-1953	519	3	11	-73	315	90	70	12.30	99529.00	150.61
21530	-535	-1959	535	17	5	-50	314	93	70	12.30	99531.00	150.45
21551	-562	-1926	524	28	-3	-34	314	93	70	12.30	99527.00	150.78
21571	-562	-1916	494	42	-6	-23	314	93	70	12.30	99526.00	150.87
21593	-599	-1903	449	52	-5	-20	315	90	68	12.30	99531.00	150.45
21613	-584	-1894	446	53	-3	-14	315	90	68	12.30	99524.00	151.04
21634	-591	-1899	418	54	2	5	315	90	68	12.30	99531.00	150.45
21654	-584	-1900	427	48	2	20	312	92	61	12.30	99533.00	150.28
21676	-570	-1897	434	45	0	37	312	92	61	12.30	99533.00	150.28
21696	-576	-1879	450	38	-9	53	312	92	61	12.30	99531.00	150.45
21716	-580	-1834	444	31	-16	66	313	89	64	12.30	99529.00	150.61
21738	-574	-1830	461	26	-26	66	313	89	64	12.30	99534.00	150.19
21758	-613	-1813	455	19	-33	43	313	89	64	12.30	99538.00	149.85
21779	-587	-1814	469	6	-53	19	313	89	64	12.30	99528.00	150.70
21799	-564	-1851	467	3	-58	4	314	87	66	12.30	99533.00	150.28
21821	-532	-1856	493	20	-45	23	314	87	66	12.30	99530.00	150.53
21841	-561	-1840	479	29	-35	16	314	87	66	12.30	99520.00	151.38
21862	-542	-1841	509	49	-20	9	314	84	62	12.30	99529.00	150.61
21883	-555	-1836	514	66	-7	14	314	84	62	12.30	99539.00	149.77
21904	-557	-1827	556	73	2	8	314	84	62	12.30	99533.00	150.28
21924	-526	-1802	542	75	10	16	316	83	52	12.30	99539.00	149.77
21946	-551	-1787	580	69	14	7	316	83	52	12.30	99538.00	149.85
21966	-551	-1785	570	56	24	4	316	83	52	12.30	99532.00	150.36
21987	-548	-1760	548	27	24	9	316	82	51	12.30	99536.00	150.02
22007	-549	-1779	554	9	25	-3	316	82	51	12.30	99533.00	150.28
22029	-563	-1786	561	3	35	1	316	82	51	12.30	99536.00	150.02
22049	-593	-1780	570	-2	32	-5	316	82	50	12.30	99542.00	149.52
22070	-599	-1779	581	-16	15	-12	316	82	50	12.30	99531.00	150.45
22090	-610	-1803	559	-25	-1	-26	316	82	50	12.30	99531.00	150.45
22112	-608	-1841	531	-24	-10	-26	316	82	50	12.30	99532.00	150.36
22132	-608	-1856	512	-26	-24	-37	316	81	55	12.30	99538.00	149.85
22153	-608	-1879	516	-26	-38	-17	316	81	55	12.30	99531.00	150.45
22174	-635	-1876	494	-37	-50	10	316	81	55	12.30	99529.00	150.61
22195	-626	-1844	504	-55	-64	28	314	81	49	12.30	99531.00	150.45
22215	-635	-1828	484	-75	-73	40	314	81	49	12.30	99538.00	149.85
22237	-613	-1828	475	-77	-68	41	314	81	49	12.30	99531.00	150.45
22257	-586	-1822	484	-80	-59	53	316	82	47	12.30	99534.00	150.19
22278	-582	-1800	511	-78	-57	66	316	82	47	12.30	99545.00	149.26
22299	-588	-1780	547	-81	-60	66	316	82	47	12.30	99532.00	150.36
22320	-559	-1788	534	-84	-67	59	316	79	45	12.30	99544.00	149.35
22340	-538	-1791	556	-82	-67	54	316	79	45	12.30	99532.00	150.36
22362	-519	-1795	564	-69	-70	28	316	79	45	12.30	99540.00	149.68
22382	-504	-1791	581	-49	-73	-16	315	80	44	12.30	99538.00	149.85
22403	-475	-1809	569	-35	-71	-61	315	80	44	12.30	99537.00	149.94
22424	-465	-1836	598	-21	-56	-65	315	80	44	12.30	99533.00	150.28
22445	-444	-1834	627	-15	-69	-67	315	79	45	12.30	99540.00	149.68
22465	-469	-1825	623	-2	-69	-73	315	79	45	12.30	99533.00	150.28
22487	-524	-1801	591	-8	-62	-80	315	79	45	12.40	99540.00	149.68
22507	-541	-1772	564	-41	-60	-63	315	79	45	12.30	99538.00	149.85
22528	-586	-1826	534	-82	-57	-64	310	81	46	12.30	99533.00	150.28
22549	-583	-1868	508	-123	-50	-37	310	81	46	12.30	99530.00	150.53
22569	-597	-1925	475	-156	-44	32	310	81	46	12.30	99534.00	150.19
22591	-604	-1912	465	-173	-40	67	309	83	41	12.30	99535.00	150.11
22611	-603	-1914	458	-174	-49	91	309	83	41	12.30	99540.00	149.68
22632	-586	-1899	460	-148	-49	87	309	83	41	12.30	99529.00	150.61
22653	-542	-1890	488	-114	-41	99	312	82	39	12.30	99528.00	150.70
22674	-540	-1850	513	-92	-42	104	312	82	39	12.30	99533.00	150.28
22694	-530	-1817	538	-65	-40	81	312	82	39	12.30	99528.00	150.70
22716	-497	-1795	560	-48	-32	57	314	81	42	12.30	99533.00	150.28
22736	-492	-1781	556	-39	-30	26	314	81	42	12.30	99526.00	150.87
22757	-479	-1779	593	-33	-31	4	314	81	42	12.30	99532.00	150.36
22778	-484	-1775	579	-26	-31	-18	312	78	41	12.30	99531.00	150.45
22799	-498	-1773	580	-18	-32	-44	312	78	41	12.30	99538.00	149.85
22819	-540	-1796	576	-16	-25	-67	312	78	41	12.30	99538.00	149.85
22841	-572	-1826	555	-27	-24	-85	312	80	40	12.30	99537.00	149.94
22861	-566	-1865	544	-47	-22	-68	312	80	40	12.30	99533.00	150.28
22882	-587	-1895	544	-76	-17	-33	312	80	40	12.30	99536.00	150.02
22903	-600	-1913	538	-94	-14	4	312	80	40	12.30	99531.00	150.45
22924	-600	-1937	505	-98	-12	31	311	83	42	12.30	99531.00	150.45
22944	-611	-1919	481	-102	-14	71	311	83	42	12.30	99533.00	150.28
22966	-601	-1905	468	-107	-14	95	311	83	42	12.30	99544.00	149.35
22986	-574	-1864	448	-109	-7	135	313	80	39	12.30	99536.00	150.02
23008	-586	-1821	477	-101	-14	126	313	80	39	12.30	99541.00	149.60
23028	-571	-1785	487	-89	-21	92	313	80	39	12.30	99540.00	149.68
23049	-532	-1797	514	-71	-26	42	315	78	38	12.30	99533.00	150.28
23070	-493	-1816	540	-45	-20	29	315	78	38	12.30	99539.00	149.77
23091	-471	-1789	571	-21	-6	6	315	78	38	12.30	99533.00	150.28
23111	-470	-1768	577	-10	2	-17	315	75	39	12.30	99527.00	150.78
23132	-481	-1766	596	-8	15	-38	315	75	39	12.30	99530.00	150.53
23153	-500	-1762	562	-17	29	-57	315	75	39	12.30	99540.00	149.68
23174	-533	-1789	571	-37	35	-74	314	79	40	12.30	99537.00	149.94
23194	-521	-1817	567	-63	32	-76	314	79	40	12.30	99532.00	150.36
23216	-557	-1860	548	-87	33	-67	314	79	40	12.30	99533.00	150.28
23236	-594	-1902	525	-104	31	-46	314	79	40	12.30	99532.00	150.36
23257	-611	-1918	490	-119	21	-19	314	78	44	12.30	99540.00	149.68
23278	-621	-1941	477	-115	12	-2	314	78	44	12.30	99533.00	150.28
23299	-624	-1945	445	-107	13	24	314	78	44	12.30	99538.00	149.85
23320	-597	-1933	435	-84	16	45	313	80	43	12.30	99545.00	149.26
23341	-596	-1913	443	-66	19	66	313	80	43	12.30	99526.00	150.87
23361	-594	-1880	444	-50	24	80	313	80	43	12.30	99539.00	149.77
23382	-566	-1854	487	-41	21	93	316	79	41	12.30	99532.00	150.36
23403	-547	-1803	479	-32	25	84	316	79	41	12.30	99533.00	150.28
23424	-564	-1769	474	-25	16	65	316	79	41	12.30	99538.00	149.85
23444	-573	-1741	499	-23	8	33	318	78	40	12.30	99530.00	150.53
23465	-559	-1738	501	-24	1	-13	318	78	40	12.30	99529.00	150.61
23486	-555	-1759	516	-27	-15	-56	318	78	40	12.30	99532.00	150.36
23506	-530	-1794	543	-10	-17	-85	316	76	40	12.30	99533.00	150.28
23528	-537	-1812	536	14	-18	-109	316	76	40	12.30	99532.00	150.36
23548	-535	-1827	554	37	-8	-124	316	76	40	12.30	99540.00	149.68
23569	-552	-1841	576	45	-10	-126	314	78	42	12.30	99538.00	149.85
23590	-558	-1860	572	34	-13	-116	314	78	42	12.30	99533.00	150.28
23611	-587	-1855	581	12	-14	-98	314	78	42	12.30	99529.00	150.61
23632	-588	-1855	530	-9	-19	-93	314	78	42	12.30	99527.00	150.78
23653	-598	-1891	526	-33	-23	-71	311	80	45	12.30	99529.00	150.61
23673	-596	-1921	495	-57	-35	-53	311	80	45	12.30	99533.00	150.28
23695	-567	-1956	482	-54	-27	-20	311	80	45	12.30	99533.00	150.28
23715	-579	-1955	487	-50	-19	28	308	81	40	12.30	99538.00	149.85
23736	-559	-1917	491	-41	-4	79	308	81	40	12.30	99533.00	150.28
23757	-583	-1853	509	-39	5	98	308	81	40	12.30	99535.00	150.11
23778	-560	-1806	507	-41	2	110	312	80	34	12.30	99533.00	150.28
23798	-573	-1767	533	-54	2	90	312	80	34	12.30	99529.00	150.61
23819	-561	-1750	526	-44	0	62	312	80	34	12.30	99538.00	149.85
23840	-523	-1742	520	-40	-9	21	316	78	35	12.30	99530.00	150.53
23861	-530	-1731	546	-41	-14	-7	316	78	35	12.30	99538.00	149.85
23881	-529	-1728	560	-43	-20	-40	316	78	35	12.30	99533.00	150.28
23903	-536	-1746	552	-41	-23	-75	314	79	37	12.30	99526.00	150.87
23923	-556	-1780	536	-45	-24	-105	314	79	37	12.30	99529.00	150.61
23944	-574	-1816	519	-46	-30	-113	314	79	37	12.30	99531.00	150.45
23965	-569	-1843	525	-43	-31	-111	310	82	40	12.30	99531.00	150.45
23986	-592	-1864	517	-55	-30	-100	310	82	40	12.30	99531.00	150.45
24007	-606	-1893	491	-72	-33	-80	310	82	40	12.30	99529.00	150.61
24028	-589	-1916	513	-86	-44	-61	310	82	40	12.30	99530.00	150.53
24048	-607	-1907	494	-99	-55	-19	307	84	38	12.30	99530.00	150.53
24070	-566	-1919	491	-105	-55	14	307	84	38	12.30	99536.00	150.02
24090	-568	-1916	495	-109	-59	53	307	84	38	12.30	99527.00	150.78
24111	-556	-1890	482	-101	-61	70	306	84	33	12.30	99536.00	150.02
24132	-527	-1852	460	-84	-53	76	306	84	33	12.30	99533.00	150.28
24153	-506	-1835	507	-64	-40	78	306	84	33	12.30	99529.00	150.61
24173	-509	-1821	544	-46	-32	65	309	83	37	12.30	99528.00	150.70
24195	-502	-1786	546	-49	-33	55	309	83	37	12.30	99528.00	150.70
24215	-510	-1780	537	-51	-37	25	309	83	37	12.30	99526.00	150.87
24236	-497	-1781	545	-53	-51	12	308	81	32	12.30	99526.00	150.87
24257	-532	-1793	546	-69	-72	-7	308	81	32	12.30	99525.00	150.95
24278	-586	-1787	522	-85	-102	-28	308	81	32	12.30	99533.00	150.28
24298	-604	-1824	478	-103	-137	-44	307	82	36	12.30	99530.00	150.53
24320	-588	-1889	441	-103	-164	-40	307	82	36	12.30	99530.00	150.53
24340	-596	-1940	431	-92	-176	-23	307	82	36	12.30	99531.00	150.45
24361	-578	-1962	434	-83	-183	12	307	82	36	12.30	99528.00	150.70
24382	-594	-1969	414	-81	-194	55	304	82	32	12.30	99528.00	150.70
24402	-582	-1945	424	-84	-197	99	304	82	32	12.30	99531.00	150.45
24424	-587	-1913	452	-87	-204	126	304	82	32	12.30	99527.00	150.78
24444	-556	-1882	441	-96	-204	155	303	81	27	12.30	99536.00	150.02
24466	-561	-1847	460	-106	-212	168	303	81	27	12.30	99536.00	150.02
24486	-543	-1806	491	-117	-225	160	303	81	27	12.30	99533.00	150.28
24508	-530	-1780	489	-131	-238	152	304	77	23	12.30	99533.00	150.28
24528	-512	-1790	519	-143	-254	132	304	77	23	12.30	99527.00	150.78
24550	-501	-1759	529	-142	-263	101	304	77	23	12.30	99533.00	150.28
24570	-491	-1796	557	-135	-271	65	303	78	5	12.30	99525.00	150.95
24591	-505	-1793	553	-134	-279	38	303	78	5	12.30	99525.00	150.95
24612	-529	-1799	544	-133	-284	22	303	78	5	12.30	99529.00	150.61
24633	-516	-1840	524	-149	-281	25	301	77	9	12.30	99524.00	151.04
24654	-530	-1862	488	-156	-268	27	301	77	9	12.30	99528.00	150.70
24675	-549	-1879	489	-159	-259	35	301	77	9	12.30	99531.00	150.45
24695	-536	-1930	504	-148	-241	50	297	78	10	12.40	99533.00	150.28
24717	-527	-1931	521	-120	-218	63	297	78	10	12.30	99528.00	150.70
24737	-503	-1943	535	-91	-203	81	297	78	10	12.30	99538.00	149.85
24759	-504	-1924	576	-55	-188	95	297	78	10	12.30	99531.00	150.45
24779	-479	-1910	591	-24	-178	97	296	75	5	12.30	99534.00	150.19
24800	-491	-1867	638	5	-164	94	296	75	5	12.30	99526.00	150.87
24821	-444	-1833	610	30	-146	67	296	75	5	12.30	99525.00	150.95
24842	-435	-1852	649	55	-131	54	296	73	1	12.30	99536.00	150.02
24862	-430	-1807	638	72	-103	39	296	73	1	12.30	99533.00	150.28
24884	-459	-1769	669	76	-82	8	296	73	1	12.30	99534.00	150.19
24904	-468	-1756	660	71	-59	-3	293	70	-9	12.30	99528.00	150.70
24925	-479	-1741	647	55	-39	-3	293	70	-9	12.30	99536.00	150.02
24945	-512	-1746	642	32	-32	-20	293	70	-9	12.30	99525.00	150.95
24967	-521	-1748	646	9	-23	-47	294	71	-12	12.30	99538.00	149.85
24987	-518	-1789	640	-24	-12	-40	294	71	-12	12.30	99526.00	150.87
25008	-510	-1827	617	-47	7	-23	294	71	-12	12.30	99534.00	150.19
25029	-479	-1868	611	-59	16	-15	293	69	-9	12.30	99538.00	149.85
25050	-495	-1868	607	-56	31	3	293	69	-9	12.30	99529.00	150.61
25070	-506	-1877	607	-43	35	2	293	69	-9	12.30	99530.00	150.53
25091	-496	-1871	588	-27	36	9	292	70	-9	12.30	99533.00	150.28
25112	-501	-1828	590	-19	33	1	292	70	-9	12.30	99538.00	149.85
25133	-503	-1823	556	-6	29	-2	292	70	-9	12.30	99532.00	150.36
25153	-530	-1776	560	-7	24	-8	292	70	-9	12.30	99530.00	150.53
25174	-524	-1775	564	-12	21	-20	295	68	-7	12.30	99538.00	149.85
25195	-525	-1760	545	-25	18	-23	295	68	-7	12.30	99521.00	151.29
25216	-551	-1796	543	-42	13	-14	295	68	-7	12.30	99524.00	151.04
25236	-572	-1814	545	-67	11	5	295	67	-11	12.30	99519.00	151.46
25257	-572	-1837	531	-85	5	2	295	67	-11	12.30	99527.00	150.78
25278	-560	-1875	525	-94	3	40	295	67	-11	12.30	99534.00	150.19
25298	-594	-1875	540	-92	-5	59	295	69	-12	12.30	99534.00	150.19
25319	-611	-1879	546	-84	-23	52	295	69	-12	12.30	99530.00	150.53
25340	-596	-1873	549	-73	-42	59	295	69	-12	12.30	99537.00	149.94
25361	-596	-1877	536	-71	-67	82	296	66	-12	12.30	99531.00	150.45
25381	-609	-1819	538	-79	-95	97	296	66	-12	12.30	99526.00	150.87
25403	-615	-1809	508	-89	-121	98	296	66	-12	12.30	99528.00	150.70
25423	-609	-1791	485	-108	-150	95	295	65	-8	12.30	99535.00	150.11
25445	-628	-1798	466	-142	-181	104	295	65	-8	12.30	99529.00	150.61
25465	-641	-1785	465	-177	-225	131	295	65	-8	12.30	99524.00	151.04
25486	-660	-1811	440	-219	-278	130	295	65	-8	12.30	99534.00	150.19
25507	-662	-1822	423	-240	-324	144	295	66	-13	12.30	99526.00	150.87
25528	-668	-1830	423	-255	-371	150	295	66	-13	12.30	99537.00	149.94
25549	-642	-1825	413	-269	-408	154	295	66	-13	12.30	99533.00	150.28
25570	-625	-1830	393	-275	-442	174	293	62	-17	12.30	99529.00	150.61
25591	-622	-1828	414	-286	-472	167	293	62	-17	12.40	99536.00	150.02
25612	-609	-1840	407	-309	-509	177	293	62	-17	12.30	99534.00	150.19
25633	-612	-1865	418	-325	-534	187	288	64	-23	12.30	99533.00	150.28
25654	-568	-1907	411	-325	-552	214	288	64	-23	12.30	99523.00	151.12
25675	-581	-1906	425	-314	-563	231	288	64	-23	12.30	99528.00	150.70
25696	-582	-1919	462	-293	-578	238	283	63	-34	12.30	99534.00	150.19
25717	-541	-1908	494	-277	-584	254	283	63	-34	12.30	99525.00	150.95
25738	-528	-1898	506	-264	-594	267	283	63	-34	12.30	99537.00	149.94
25759	-518	-1861	546	-271	-599	283	280	63	-42	12.30	99535.00	150.11
25780	-504	-1830	570	-289	-603	317	280	63	-42	12.30	99533.00	150.28
25801	-483	-1778	562	-313	-602	340	280	63	-42	12.30	99526.00	150.87
25822	-488	-1742	573	-329	-598	348	274	58	-45	12.30	99531.00	150.45
25843	-484	-1750	560	-331	-594	304	274	58	-45	12.30	99525.00	150.95
25864	-454	-1744	559	-333	-593	247	274	58	-45	12.30	99528.00	150.70
25884	-435	-1740	545	-359	-600	229	269	60	-52	12.30	99524.00	151.04
25906	-424	-1718	543	-369	-589	229	269	60	-52	12.30	99526.00	150.87
25926	-505	-1746	542	-351	-560	187	269	60	-52	12.30	99529.00	150.61
25948	-463	-1803	587	-299	-522	107	269	60	-52	12.30	99521.00	151.29
25968	-419	-1856	674	-263	-492	89	262	59	-60	12.30	99523.00	151.12
25990	-415	-1887	719	-269	-491	123	262	59	-60	12.30	99539.00	149.77
26010	-464	-1874	732	-310	-499	189	262	59	-60	12.30	99533.00	150.28
26032	-560	-1815	688	-321	-512	199	255	60	-63	12.30	99532.00	150.36
26052	-579	-1816	692	-295	-525	126	255	60	-63	12.30	99527.00	150.78
26074	-520	-1912	741	-266	-532	59	255	60	-63	12.30	99529.00	150.61
26094	-445	-1985	741	-245	-539	114	246	63	-71	12.30	99526.00	150.87
26116	-464	-1941	768	-213	-537	197	246	63	-71	12.30	99530.00	150.53
26136	-563	-1842	740	-180	-548	235	246	63	-71	12.30	99526.00	150.87
26158	-582	-1787	761	-152	-568	193	239	62	-73	12.30	99523.00	151.12
26178	-588	-1799	769	-127	-589	142	239	62	-73	12.30	99532.00	150.36
26200	-528	-1834	708	-110	-616	13	239	62	-73	12.30	99528.00	150.70
26220	-377	-1965	615	-93	-621	-119	228	65	-88	12.30	99528.00	150.70
26241	-180	-2069	559	-94	-608	-113	228	65	-88	12.30	99537.00	149.94
26262	-148	-2050	496	-106	-554	74	228	65	-88	12.30	99530.00	150.53
26283	-294	-1853	419	-75	-455	210	216	65	-94	12.30	99531.00	150.45
26304	-403	-1712	514	-37	-373	168	216	65	-94	12.30	99528.00	150.70
26324	-398	-1635	564	-18	-291	105	216	65	-94	12.30	99534.00	150.19
26346	-426	-1659	597	-38	-214	67	216	65	-94	12.30	99531.00	150.45
